BusID,RouteID,Q,year,RouteDirection,DailyRides(Tuesday),WeekyRides,DailyPassengers,WeeklyPassengers,AVGCommutersPerRide(Weekly),AverageTripDuration,OperatingCostPerPassenger
5878,10546,2,2024,3,0,6,0.9,72.1,12,68.72,34.31
5879,10547,2,2024,1,12,81,195.7,1241.3,15.3,67.83,26.56
5880,10547,2,2024,2,13,87,186.9,1196.4,13.8,65.45,28.56
5881,10548,2,2024,1,2,13,22.3,118.4,9.1,76.36,50.3
5882,10548,2,2024,2,2,13,14.9,87.6,6.7,70.98,63.2
5883,10549,2,2024,1,0,6,0.5,43.6,7.3,89.92,74.25
5884,10549,2,2024,2,0,6,1.2,46.3,7.7,91.08,70.82
5885,10550,2,2024,1,5,33,135.5,727.1,22,161.34,43.94
5886,10550,2,2024,2,4,28,89.4,478,17.1,163.35,57.41
5887,10551,2,2024,1,21,112,482.4,2529.9,22.6,71.72,19.05
5888,10551,2,2024,2,22,118,494.9,2601.6,22,76.88,20.92
5889,10552,2,2024,1,6,37,107.9,570.1,15.4,133.71,52.07
5890,10552,2,2024,2,8,48,150.6,795.6,16.6,123.92,44.86
5891,10553,2,2024,1,6,30,87.2,436,14.5,43.68,18.03
5892,10553,2,2024,2,6,30,111.5,557.5,18.6,48.86,15.78
5893,10554,2,2024,1,2,15,45.3,263.8,17.6,136.57,46.59
5894,10554,2,2024,3,2,16,35,202.6,12.7,146.24,69.29
5895,10555,2,2024,1,8,77,193.3,1599.4,20.8,133.64,38.6
5896,10555,2,2024,3,8,78,149.7,1300.5,16.7,135.51,48.76
5897,10556,2,2024,1,17,123,312.3,2017.7,16.4,85.38,31.23
5898,10556,2,2024,3,17,121,235.4,1613.8,13.3,84.01,37.79
5899,10557,2,2024,1,10,83,170.6,1197.8,14.4,97.04,40.35
5900,10557,2,2024,2,12,89,180.4,1205.9,13.5,103.15,45.68
5901,10558,2,2024,1,6,60,65.8,653.3,10.9,143.79,79.24
5902,10558,2,2024,2,6,59,86.5,759.3,12.9,143.98,67.13
5903,10559,2,2024,1,6,50,31.6,316.1,6.3,104.08,98.78
5904,10559,2,2024,2,4,38,24.1,281.8,7.4,114.51,92.65
5905,10560,2,2024,1,7,83,100.5,1093.3,13.2,126.48,57.61
5906,10560,2,2024,2,5,70,93.7,1037.4,14.8,113.85,46.09
5907,10561,2,2024,1,50,278,1109.3,6044.7,21.7,59.91,16.53
5908,10561,2,2024,2,50,283,1039.8,5829.6,20.6,56.44,16.44
5909,10564,2,2024,1,6,30,99.5,497.5,16.6,58.92,21.32
5910,10564,2,2024,2,4,20,48.1,240.5,12,53.99,26.94
5911,10566,2,2024,1,0,4,4,30.3,7.6,81.7,64.71
5912,10566,2,2024,2,0,6,0.8,30.5,5.1,75.35,88.94
5913,10567,2,2024,1,70,393,1137.1,6477.2,16.5,56.54,20.58
5914,10567,2,2024,2,73,409,1301,7337.9,17.9,56.61,18.93
5915,10570,2,2024,1,2,10,17.7,88.5,8.8,40.48,27.44
5916,10570,2,2024,2,2,10,10.1,50.5,5.1,58.27,69.23
5917,10572,2,2024,1,13,66,280.3,1419.8,21.5,71.91,20.06
5918,10572,2,2024,2,9,45,176.3,881.5,19.6,72.63,22.25
5919,10575,2,2024,1,32,175,463.7,2399.4,13.7,51.36,22.48
5920,10575,2,2024,2,32,175,520.7,2707.4,15.5,51.8,20.09
5921,10576,2,2024,1,3,15,31.3,156.5,10.4,43.42,24.97
5922,10576,2,2024,2,3,15,23.5,117.5,7.8,42.59,32.62
5923,10581,2,2024,1,0,3,0.1,122.1,40.7,107.49,15.85
5924,10581,2,2024,2,0,3,0,115.8,38.6,143.66,22.33
5925,10582,2,2024,1,0,4,0,132.8,33.2,129.95,23.48
5926,10582,2,2024,2,0,4,0.3,128.3,32.1,132.89,24.86
5927,10583,2,2024,1,0,2,0,38.3,19.2,94.18,29.51
5928,10583,2,2024,2,0,2,0,60.3,30.2,127.94,25.46
5929,10584,2,2024,1,0,2,0,45.3,22.6,72.34,19.16
5930,10584,2,2024,2,0,2,0,59.5,29.8,105.68,21.31
5931,10585,2,2024,1,0,2,0,48.8,24.4,47.52,11.69
5932,10585,2,2024,2,0,2,0,69.3,34.6,86.09,14.91
5933,10586,2,2024,1,0,3,0,72.3,24.1,89.1,22.18
5934,10586,2,2024,2,0,3,0,68.6,22.9,124.17,32.58
5935,10587,2,2024,1,0,5,0,139.5,27.9,93.61,20.13
5936,10587,2,2024,2,0,6,0,142.5,23.8,114.65,28.96
5937,10588,2,2024,1,6,32,1.4,8,0.2,69.04,1000
5938,10588,2,2024,2,4,22,2.9,15,0.7,83.08,731.1
5939,10589,2,2024,1,0,1,0,29.3,29.3,62.96,12.89
5940,10589,2,2024,2,0,1,0,26.8,26.8,95.1,21.29
5941,10590,2,2024,1,0,2,0,43,21.5,161.94,45.19
5942,10590,2,2024,2,0,3,0,62,20.7,139.67,40.55
5943,10595,2,2024,1,0,2,0,8.3,4.2,80.48,116.36
5944,10595,2,2024,2,0,3,0.3,3.5,1.2,77.11,396.57
5945,10596,2,2024,1,0,2,0,23.1,11.6,132.93,69.05
5946,10596,2,2024,2,0,4,0.1,3.8,1,119.81,756.69
5947,10599,2,2024,1,0,6,7.8,74.3,12.4,74.48,36.09
5948,10599,2,2024,2,0,10,2.6,63.3,6.3,69.36,65.74
5949,10600,2,2024,1,30,150,679,3395,22.6,67.08,17.78
5950,10600,2,2024,2,15,75,252.6,1263,16.8,68.57,24.43
5951,10601,2,2024,1,44,250,968.8,5526.4,22.1,82.43,22.37
5952,10601,2,2024,2,48,274,1274,7372.2,26.9,83.86,18.7
5953,10602,2,2024,1,3,15,49.2,246,16.4,61.46,22.49
5954,10604,2,2024,1,4,20,51.5,257.5,12.9,75.58,35.22
5955,10604,2,2024,2,5,25,56,280,11.2,67.9,36.38
5956,10605,2,2024,1,68,379,1711.1,9892,26.1,66.67,15.33
5957,10605,2,2024,2,76,422,1530.4,8663.7,20.5,66.98,19.58
5958,10606,2,2024,1,40,208,636.2,3294.1,15.8,88.76,33.63
5959,10606,2,2024,2,43,225,657.5,3427.6,15.2,90.57,35.67
5960,10607,2,2024,1,4,20,85.8,429,21.4,71.31,19.95
5961,10610,2,2024,1,17,92,199.7,1063.6,11.6,70.83,36.76
5962,10610,2,2024,2,19,100,221.4,1159.6,11.6,72.63,37.58
5963,10612,2,2024,1,19,112,322.7,1909.6,17,62.27,21.91
5964,10613,2,2024,1,31,189,645.2,3766.7,19.9,80.42,24.21
5965,10613,2,2024,2,42,261,890.2,5379.8,20.6,77.67,22.61
5966,10614,2,2024,1,11,61,178.1,972.8,15.9,90.81,34.17
5967,10614,2,2024,2,15,81,270.1,1448.6,17.9,91.38,30.66
5968,10615,2,2024,2,6,30,22.9,114.5,3.8,75.21,118.23
5969,10616,2,2024,1,10,50,87,435,8.7,92.41,63.73
5970,10616,2,2024,2,10,50,67.6,338,6.8,90.12,79.99
5971,10617,2,2024,1,17,95,84.6,494.6,5.2,50.05,57.68
5972,10617,2,2024,2,11,64,171.9,937.9,14.7,57.67,23.61
5973,10619,2,2024,1,46,279,1011.1,5755.9,20.6,62.02,18.04
5974,10619,2,2024,2,58,337,1155.1,6608.3,19.6,62.57,19.15
5975,10621,2,2024,1,11,55,192.1,960.5,17.5,71.79,24.66
5976,10621,2,2024,2,11,55,180.7,903.5,16.4,78.52,28.68
5977,10623,2,2024,1,17,85,258.4,1292,15.2,61.82,24.4
5978,10623,2,2024,2,14,70,111.7,558.5,8,66.22,49.8
5979,10624,2,2024,1,0,4,0.3,74.8,18.7,100.02,32.09
5980,10624,2,2024,2,0,4,1.1,67.5,16.9,89.17,31.7
5981,10625,2,2024,1,19,95,169.5,847.5,8.9,46.52,31.29
5982,10625,2,2024,2,18,90,131,655,7.3,43.28,35.68
5983,10626,2,2024,1,8,40,33.5,167.5,4.2,38.96,55.82
5984,10626,2,2024,2,8,40,26.6,133,3.3,42.07,75.92
5985,10629,2,2024,1,0,7,0,171.1,24.4,74.85,18.37
5986,10629,2,2024,2,0,8,2.4,177,22.1,68.21,18.5
5987,10631,2,2024,1,14,78,93.5,506.6,6.5,57.86,53.45
5988,10631,2,2024,2,14,78,79.9,440.8,5.7,51.55,54.73
5989,10634,2,2024,1,3,27,68.6,546.6,20.2,107.33,31.81
5990,10634,2,2024,2,3,27,49.5,450.6,16.7,97.44,35.03
5991,10637,2,2024,1,0,9,0,63.8,7.1,60.45,51.16
5992,10637,2,2024,2,0,8,0,91.3,11.4,58.96,31
5993,10638,2,2024,1,0,15,1.9,178.3,11.9,50.41,25.45
5994,10638,2,2024,2,0,13,0.2,135.1,10.4,46.82,27.03
5995,10639,2,2024,1,0,11,0,153.3,13.9,57.82,24.89
5996,10639,2,2024,2,0,12,0,169.4,14.1,50.03,21.26
5997,10640,2,2024,1,23,115,663.5,3317.5,28.8,76.59,15.93
5998,10640,2,2024,2,23,115,677.7,3388.5,29.5,77.97,15.88
5999,10641,2,2024,1,35,200,1074.9,5971.7,29.9,73.21,14.71
6000,10641,2,2024,2,35,200,1032.1,5652.9,28.3,75.69,16.07
6001,10650,2,2024,1,48,240,632.8,3164,13.2,68.34,31.1
6002,10650,2,2024,2,45,225,593.8,2969,13.2,69.79,31.73
6003,10660,2,2024,1,1,6,3.8,27.3,4.6,168.73,222.5
6004,10660,2,2024,2,1,6,11,60,10,162.38,97.43
6005,10680,2,2024,1,25,138,463.3,2320.8,16.8,109.37,39.02
6006,10680,2,2024,2,23,122,359.3,1800.3,14.8,99.49,40.45
6007,10682,2,2024,1,1,5,4.7,23.5,4.7,71.07,90.73
6008,10682,2,2024,2,1,5,13.6,68,13.6,65.01,28.68
6009,10683,2,2024,1,0,1,0,37.5,37.5,127.94,20.47
6010,10683,2,2024,2,0,1,0,26.3,26.3,138.3,31.55
6011,10684,2,2024,1,1,5,4.6,23,4.6,68.49,89.33
6012,10684,2,2024,2,1,5,11.5,57.5,11.5,64.19,33.49
6013,10685,2,2024,1,0,1,0,25,25,96.68,23.2
6014,10685,2,2024,2,0,1,0,20,20,85.64,25.69
6015,10687,2,2024,1,3,16,35.5,181.3,11.3,73.77,39.06
6016,10687,2,2024,2,4,21,26.4,132.5,6.3,71.18,67.69
6017,10688,2,2024,1,4,21,24.4,125.8,6,96.04,96.19
6018,10688,2,2024,2,3,16,23.2,124.3,7.8,85.48,66.02
6019,10689,2,2024,1,3,16,33,165.8,10.4,87.63,50.74
6020,10689,2,2024,2,3,16,16.1,81.5,5.1,92.95,109.49
6021,10690,2,2024,1,28,153,517.3,2642.3,17.3,108.36,37.65
6022,10690,2,2024,2,25,134,405.2,2072.5,15.5,100.29,38.91
6023,10691,2,2024,1,8,45,38.1,202.3,4.5,44.16,58.94
6024,10691,2,2024,2,8,45,51,265.3,5.9,42.87,43.63
6025,10692,2,2024,1,8,45,44,224.6,5,44.6,53.62
6026,10692,2,2024,2,8,45,29.3,154.5,3.4,40.52,70.81
6027,10693,2,2024,1,8,45,53.6,288.3,6.4,54.67,51.2
6028,10693,2,2024,2,8,45,50.1,263.8,5.9,53.92,55.19
6029,10694,2,2024,1,8,45,71.9,383.4,8.5,54.04,38.06
6030,10694,2,2024,2,8,45,74.7,392.6,8.7,54.3,37.34
6031,10695,2,2024,1,0,14,0,144.8,10.3,87.89,50.99
6032,10695,2,2024,2,0,15,0.3,131.5,8.8,92.4,63.24
6033,10703,2,2024,2,2,10,50.4,252,25.2,79.48,18.92
6034,10705,2,2024,1,14,72,229.3,1197.8,16.6,38.13,13.75
6035,10705,2,2024,2,15,76,245.3,1241.5,16.3,39.27,14.42
6036,10706,2,2024,1,6,33,75.9,404.5,12.3,47.79,23.39
6037,10706,2,2024,2,7,37,58.5,301.8,8.2,27.11,19.94
6038,10708,2,2024,1,1,5,28.3,141.5,28.3,77.97,16.53
6039,10708,2,2024,2,1,5,17.5,87.5,17.5,78.86,27.04
6040,10710,2,2024,1,10,56,172.7,949.8,17,62.56,22.13
6041,10710,2,2024,2,10,56,178.1,973.3,17.4,60.44,20.86
6042,10716,2,2024,1,1,5,27.1,135.5,27.1,47.26,10.46
6043,10716,2,2024,2,1,5,10.9,54.5,10.9,61.64,33.93
6044,10728,2,2024,1,1,6,12.1,68.3,11.4,8.63,4.55
6045,10728,2,2024,2,1,6,8.7,50,8.3,11.26,8.11
6046,10730,2,2024,2,47,260,1646.6,8908.2,34.3,76.19,13.34
6047,10740,2,2024,1,1,6,52.1,293.3,48.9,44.47,5.46
6048,10741,2,2024,1,1,6,13.9,83.8,14,37.94,16.3
6049,10742,2,2024,1,1,6,25.3,172.3,28.7,32.36,6.76
6050,10743,2,2024,1,1,6,27,155.8,26,22.45,5.19
6051,10746,2,2024,1,1,6,35.5,201,33.5,8.33,1.49
6052,10746,2,2024,2,1,6,39.7,249,41.5,8.94,1.29
6053,10749,2,2024,1,1,6,11.6,66.3,11,30.29,16.45
6054,10750,2,2024,1,1,6,32.6,189,31.5,18.89,3.6
6055,10750,2,2024,2,1,6,6.1,60.8,10.1,30.39,17.99
6056,10752,2,2024,1,1,6,5.9,31,5.2,18.84,21.88
6057,10752,2,2024,2,1,6,4.3,48.5,8.1,24.7,18.33
6058,10753,2,2024,1,1,6,1.2,7.5,1.2,12.51,60.05
6059,10753,2,2024,2,1,6,10,57.3,9.5,19.14,12.03
6060,10754,2,2024,1,1,6,3.3,21.8,3.6,26.77,44.21
6061,10754,2,2024,2,1,6,8.7,72.5,12.1,30.99,15.39
6062,10755,2,2024,1,1,6,7.8,43.8,7.3,14.28,11.74
6063,10756,2,2024,1,2,12,12.1,78.8,6.6,10.71,9.79
6064,10757,2,2024,1,1,6,10.1,64.3,10.7,11.53,6.46
6065,10757,2,2024,2,1,6,5.3,60.8,10.1,19.72,11.68
6066,10758,2,2024,1,1,6,3.1,18.5,3.1,12.59,24.5
6067,10758,2,2024,2,1,6,6.3,61.8,10.3,23.37,13.61
6068,10759,2,2024,1,6,30,1.4,7,0.2,76.94,1000
6069,10759,2,2024,2,6,30,1.9,9.5,0.3,69.82,1000
6070,10760,2,2024,1,2,12,61.8,353.3,29.4,25.76,5.25
6071,10760,2,2024,2,1,6,10.8,95.3,15.9,33.52,12.66
6072,10762,2,2024,1,1,6,5.6,31.8,5.3,21.29,24.1
6073,10762,2,2024,2,1,6,4,43.3,7.2,19.19,15.95
6074,10763,2,2024,1,1,6,3.4,19.5,3.2,11.5,21.23
6075,10763,2,2024,2,1,6,4.7,44,7.3,19.76,16.17
6076,10765,2,2024,2,1,6,5.6,50.3,8.4,14.13,10.11
6077,10768,2,2024,1,19,105,151.2,816.9,7.8,47.66,36.76
6078,10768,2,2024,2,18,99,95.6,508.6,5.1,45.61,53.27
6079,10771,2,2024,1,1,6,11.1,59.8,10,29.93,18.02
6080,10771,2,2024,2,1,6,8.6,53.1,8.8,26.78,18.16
6081,10772,2,2024,1,1,6,5.2,32.3,5.4,26.18,29.18
6082,10773,2,2024,1,1,6,10.4,61.3,10.2,25.34,14.88
6083,10773,2,2024,2,1,6,0.3,3,0.5,17.53,210.36
6084,10774,2,2024,1,1,6,16.6,92.8,15.5,38.34,14.87
6085,10774,2,2024,2,1,6,5.1,35.3,5.9,35.23,35.93
6086,10780,2,2024,1,1,6,49.6,300,50,36.48,4.38
6087,10780,2,2024,2,1,6,10.7,75,12.5,34.77,16.69
6088,10781,2,2024,1,2,12,81.7,482.3,40.2,29.73,4.44
6089,10781,2,2024,2,2,11,21.1,142.8,13,36.33,16.79
6090,10783,2,2024,1,1,6,9.9,64.1,10.7,30.46,17.11
6091,10783,2,2024,2,2,12,15.6,90.8,7.6,34.59,27.43
6092,10784,2,2024,1,1,6,41.3,225.5,37.6,42.37,6.76
6093,10784,2,2024,2,1,6,11.8,75.8,12.6,48.76,23.16
6094,10786,2,2024,1,2,12,71.9,412.5,34.4,29.97,5.23
6095,10786,2,2024,2,2,11,38.5,253.1,23,34.7,9.05
6096,10787,2,2024,1,1,6,18.6,100.8,16.8,42.98,15.35
6097,10788,2,2024,1,1,6,31.1,173.5,28.9,45.16,9.37
6098,10789,2,2024,1,1,6,30.6,164,27.3,35.26,7.74
6099,10790,2,2024,1,1,19,34.8,194.4,10.2,304.76,178.72
6100,10790,2,2024,2,0,12,16.6,119.7,10,283.89,170.76
6101,10791,2,2024,1,1,6,35,199.3,33.2,57.58,10.4
6102,10791,2,2024,2,1,6,37.8,219,36.5,75.19,12.36
6103,10792,2,2024,1,1,6,29.8,164.5,27.4,30.07,6.58
6104,10792,2,2024,2,1,6,39.1,218.5,36.4,33.29,5.48
6105,10793,2,2024,1,1,5,2,13.8,2.8,56.83,123.54
6106,10793,2,2024,2,1,5,7.9,49.5,9.9,58.85,35.67
6107,10794,2,2024,1,1,4,4.2,21,5.2,42.46,48.53
6108,10794,2,2024,2,1,4,3.1,15.5,3.9,32.39,50.15
6109,10795,2,2024,1,1,6,23.6,147,24.5,67.39,16.5
6110,10795,2,2024,2,2,12,30.2,173.3,14.4,51.7,21.48
6111,10796,2,2024,1,5,27,31.2,178.1,6.6,84.54,76.9
6112,10796,2,2024,2,5,27,39.5,207,7.7,83.97,65.72
6113,10797,2,2024,1,2,10,6.4,42.5,4.2,73.41,103.64
6114,10797,2,2024,2,2,10,10.7,74.8,7.5,75.62,60.66
6115,10798,2,2024,1,1,5,5.7,29,5.8,0,0
6116,10798,2,2024,2,1,5,5.2,53.5,10.7,0,0
6117,10800,2,2024,1,1,6,39.6,226.3,37.7,15.93,2.53
6118,10802,2,2024,1,2,12,39.6,228,19,21.71,6.86
6119,10802,2,2024,2,2,11,9.2,65,5.9,29.48,29.93
6120,10803,2,2024,1,3,17,151.3,836,49.2,25.09,3.06
6121,10803,2,2024,2,2,12,25.1,164.3,13.7,29.38,12.87
6122,10804,2,2024,1,1,6,35.9,201.8,33.6,31.96,5.7
6123,10804,2,2024,2,1,6,8.6,51.8,8.6,42.09,29.25
6124,10805,2,2024,1,2,11,82.9,470.5,42.8,41.47,5.82
6125,10805,2,2024,2,2,12,22.3,161.3,13.4,35.4,15.8
6126,10806,2,2024,2,1,6,13.7,91.5,15.2,28.88,11.36
6127,10807,2,2024,1,0,4,3.5,26.3,6.6,97.72,89.17
6128,10807,2,2024,2,0,4,1.5,31.5,7.9,99.09,75.5
6129,10810,2,2024,1,1,7,19.6,123,17.6,18.37,6.27
6130,10812,2,2024,1,2,12,29.5,188.5,15.7,21.26,8.12
6131,10812,2,2024,2,2,11,17.2,147.8,13.4,28.34,12.66
6132,10813,2,2024,1,3,17,50.1,323.5,19,23.08,7.28
6133,10813,2,2024,2,2,12,15.4,164.8,13.7,35.14,15.35
6134,10814,2,2024,1,1,6,21.6,142.8,23.8,20.93,5.28
6135,10814,2,2024,2,1,6,6.4,59.8,10,24.08,14.5
6136,10815,2,2024,1,1,6,24.9,189.5,31.6,33.1,6.29
6137,10815,2,2024,2,1,6,17.5,125.5,20.9,36.97,10.6
6138,10816,2,2024,2,1,6,11,99.8,16.6,32.13,11.59
6139,10817,2,2024,1,1,6,13.7,92.8,15.5,24.54,9.52
6140,10821,2,2024,1,20,127,504.7,2860,22.5,97.11,25.87
6141,10821,2,2024,2,23,138,524.3,2936.5,21.3,104.94,29.59
6142,10822,2,2024,1,1,5,11.2,56,11.2,24.94,13.36
6143,10822,2,2024,2,1,5,17.5,87.5,17.5,34.94,11.98
6144,10825,2,2024,1,40,251,828.8,5511.2,22,118.44,32.37
6145,10825,2,2024,2,39,252,841,5415.9,21.5,117.51,32.81
6146,10826,2,2024,1,33,204,733.4,4577.2,22.4,176.44,47.18
6147,10826,2,2024,2,32,200,743.4,4607.1,23,168.95,44.01
6148,10828,2,2024,1,3,23,37.5,288.1,12.5,132.42,63.43
6149,10828,2,2024,2,3,23,49.7,286.5,12.5,123.58,59.53
6150,10832,2,2024,2,0,3,4.8,24,8,170.94,128.2
6151,10834,2,2024,2,0,2,2.9,35.1,17.6,182.88,62.52
6152,10836,2,2024,1,16,117,608.4,3767.3,32.2,162.27,30.24
6153,10836,2,2024,2,17,122,557.4,3482.5,28.5,148.54,31.22
6154,10840,2,2024,1,5,27,140.8,790.9,29.3,228.13,46.73
6155,10840,2,2024,2,3,17,95.8,534.3,31.4,228.39,43.6
6156,10843,2,2024,1,3,18,58.4,342.1,19,228.55,72.15
6157,10843,2,2024,2,3,17,62.7,360.6,21.2,247.07,69.89
6158,10845,2,2024,1,19,126,399,2458.7,19.5,190.66,58.62
6159,10845,2,2024,2,18,116,276.2,1727,14.9,187.66,75.63
6160,10846,2,2024,1,1,7,11.6,75.1,10.7,225.97,126.37
6161,10846,2,2024,2,2,11,18.6,103,9.4,198.55,127.23
6162,10847,2,2024,1,0,5,17.4,87,17.4,178.17,61.44
6163,10848,2,2024,1,0,2,0,53.1,26.6,148.18,33.49
6164,10848,2,2024,2,0,9,6,157.3,17.5,135.64,46.56
6165,10851,2,2024,1,0,5,2.3,64.1,12.8,114.97,53.81
6166,10851,2,2024,2,0,8,0.6,57.5,7.2,121.71,101.6
6167,10852,2,2024,1,48,278,1504.7,8770,31.5,112.01,21.3
6168,10852,2,2024,2,40,240,1344.4,8293,34.6,113.31,19.68
6169,10853,2,2024,2,0,2,1.2,22.3,11.2,257.5,138.57
6170,10854,2,2024,1,0,4,0,60.8,15.2,155.18,61.26
6171,10854,2,2024,2,0,8,0.4,66.6,8.3,133.42,96.16
6172,10859,2,2024,1,1,6,17.8,89,14.8,178.72,72.29
6173,10859,2,2024,2,1,6,16.6,83.8,14,182.39,78.35
6174,10869,2,2024,1,8,40,103.8,519,13,105.66,48.86
6175,10869,2,2024,2,8,40,103.7,518.5,13,104.54,48.39
6176,10870,2,2024,1,5,51,101.5,675.3,13.2,150.17,68.05
6177,10870,2,2024,2,5,50,93.5,636.1,12.7,147.3,69.47
6178,10873,2,2024,2,0,1,0,22.8,22.8,74.51,19.61
6179,10875,2,2024,1,0,2,0,55.5,27.8,111.56,24.12
6180,10875,2,2024,2,0,4,0,158.3,39.6,78.9,11.96
6181,10880,2,2024,2,0,1,3.5,17.5,17.5,289.31,99.19
6182,10881,2,2024,1,8,46,213,1256.1,27.3,83.69,18.39
6183,10881,2,2024,2,8,46,191,1072.1,23.3,86.2,22.19
6184,10882,2,2024,1,0,3,0,63.8,21.3,56.51,15.94
6185,10882,2,2024,2,0,1,0,20.8,20.8,50.95,14.7
6186,10883,2,2024,1,5,32,67.6,438.8,13.7,72.53,31.74
6187,10883,2,2024,2,5,30,58.3,340.3,11.3,66.17,35
6188,10885,2,2024,1,26,147,659.7,3793.4,25.8,72.54,16.87
6189,10885,2,2024,2,26,147,609.9,3436.7,23.4,70.37,18.06
6190,10889,2,2024,2,1,6,13.5,78.3,13,24.29,11.17
6191,10892,2,2024,2,0,1,0,30.3,30.3,84.87,16.81
6192,10900,2,2024,1,0,32,0,350.8,11,78.33,42.87
6193,10900,2,2024,2,0,30,2.9,461.6,15.4,74.23,28.95
6194,10902,2,2024,1,1,6,33.5,195.8,32.6,32.73,6.02
6195,10902,2,2024,2,1,6,21.5,143,23.8,34.61,8.71
6196,10903,2,2024,1,1,6,65,377,62.8,17.25,1.65
6197,10903,2,2024,2,3,15,144,811.3,54.1,13.73,1.52
6198,10904,2,2024,1,1,6,57.1,337.3,56.2,20.86,2.23
6199,10904,2,2024,2,3,15,131.7,726.6,48.4,23.38,2.9
6200,10905,2,2024,2,0,1,0,68.3,68.3,28.27,2.48
6201,10909,2,2024,1,0,38,0.6,903.2,23.8,134.06,33.84
6202,10909,2,2024,2,0,45,0.5,758.1,16.8,130.97,46.65
6203,10910,2,2024,1,23,143,329.2,2289.2,16,94.39,35.38
6204,10910,2,2024,2,26,162,291.8,2000.5,12.3,86.12,41.84
6205,10921,2,2024,1,38,224,1641.1,9316,41.6,142.55,20.57
6206,10921,2,2024,2,38,221,1692.7,9544,43.2,139.77,19.42
6207,10930,2,2024,2,6,34,69.2,464.6,13.7,98.41,43.21
6208,10930,2,2024,3,9,55,136.4,929.9,16.9,108.45,38.49
6209,10940,2,2024,2,10,75,61.9,615.6,8.2,117.84,86.14
6210,10940,2,2024,3,13,78,80.7,615.8,7.9,115.26,87.6
6211,10941,2,2024,1,1,5,5.5,27.5,5.5,80.62,87.95
6212,10941,2,2024,2,1,5,8.7,43.5,8.7,91.57,63.15
6213,10942,2,2024,1,9,54,125,824.3,15.3,103.8,40.8
6214,10942,2,2024,3,8,46,93,645.1,14,111.3,47.62
6215,10947,2,2024,1,35,210,879.1,5179.7,24.7,106.66,25.95
6216,10947,2,2024,2,30,182,676.7,4042.6,22.2,113.15,30.56
6217,10949,2,2024,1,8,49,95.6,547.9,11.2,85.87,46.08
6218,10949,2,2024,2,10,57,106.5,595,10.4,85.68,49.25
6219,10950,2,2024,2,45,281,1575.4,9587.8,34.1,123.13,21.65
6220,10950,2,2024,3,41,256,1539.6,9210.2,36,119.4,19.91
6221,10951,2,2024,1,1,7,14,112,16,118.23,44.34
6222,10951,2,2024,2,1,8,20.1,151,18.9,131.2,41.71
6223,10952,2,2024,2,1,8,14.9,122.1,15.3,151.4,59.52
6224,10952,2,2024,3,1,7,12.7,94.6,13.5,130.88,58.11
6225,10953,2,2024,2,14,90,230.1,1440.7,16,114.12,42.77
6226,10953,2,2024,3,12,75,209.1,1231.4,16.4,114.08,41.69
6227,10954,2,2024,1,1,11,7,86,7.8,116.92,89.73
6228,10954,2,2024,2,1,8,5.9,76.6,9.6,105.11,65.87
6229,10955,2,2024,2,5,36,50.3,363.5,10.1,144.47,85.85
6230,10955,2,2024,3,5,36,64,430.5,12,138.74,69.61
6231,10956,2,2024,2,5,41,67.9,494.9,12.1,145.22,72.18
6232,10956,2,2024,3,5,43,52.9,387.8,9,144.29,95.99
6233,10958,2,2024,1,0,1,0,14.5,14.5,183.77,76.04
6234,10958,2,2024,2,0,1,0,34.6,34.6,208.21,36.11
6235,10959,2,2024,2,2,14,75.5,483.1,34.5,159.83,27.79
6236,10959,2,2024,3,4,32,151.7,989.1,30.9,167.97,32.61
6237,10960,2,2024,2,24,156,341.9,2324.5,14.9,120.15,48.38
6238,10960,2,2024,3,22,142,443.2,2852.9,20.1,123.13,36.77
6239,10961,2,2024,2,11,70,312.7,1712.3,24.5,175.51,43.05
6240,10961,2,2024,3,9,62,312.1,1723.4,27.8,181.46,39.17
6241,10962,2,2024,2,7,66,237.9,1548.4,23.5,148.38,37.95
6242,10962,2,2024,3,6,48,231.4,1374.1,28.6,162.11,33.98
6243,10963,2,2024,2,3,19,43.9,271.3,14.3,190.5,80.05
6244,10963,2,2024,3,3,18,49.3,286.6,15.9,180.64,68.07
6245,10964,2,2024,3,0,4,11.1,55.5,13.9,165.37,71.51
6246,10966,2,2024,2,3,24,120.6,741.6,30.9,218.67,42.46
6247,10966,2,2024,3,3,25,121.7,807.4,32.3,193.05,35.87
6248,10968,2,2024,2,9,66,205.7,1357.6,20.6,156.01,45.51
6249,10968,2,2024,3,8,56,192.3,1216.6,21.7,156.76,43.29
6250,10969,2,2024,1,10,76,285.1,1763.9,23.2,150.57,38.93
6251,10969,2,2024,2,10,74,256.7,1541.6,20.8,143.57,41.35
6252,10970,2,2024,1,13,88,324.2,2084.1,23.7,120.99,30.65
6253,10970,2,2024,2,14,92,317.2,2023.4,22,126.1,34.4
6254,10971,2,2024,1,0,9,5.3,94.5,10.5,93.14,53.22
6255,10971,2,2024,2,0,1,0,15.8,15.8,97.62,37.07
6256,10972,2,2024,2,11,72,145.2,1062.9,14.8,141.13,57.36
6257,10972,2,2024,3,11,78,166.2,1194.4,15.3,139.18,54.53
6258,10973,2,2024,1,0,12,1.1,144.4,12,140.54,70.08
6259,10973,2,2024,2,0,12,0.7,111.6,9.3,135.49,87.41
