BusID,RouteID,Q,year,RouteDirection,DailyRides(Tuesday),WeekyRides,DailyPassengers,WeeklyPassengers,AVGCommutersPerRide(Weekly),AverageTripDuration,OperatingCostPerPassenger
1253,11331,1,2024,2,56,346,454.9,2632.1,7.6,69.53,54.84
1254,11334,1,2024,1,4,21,46.3,250.2,11.9,71.96,36.24
1255,11334,1,2024,2,36,180,41.8,209,1.2,81.6,421.67
1256,11336,1,2024,1,2,10,7.2,36,3.6,108.63,181.05
1257,11336,1,2024,2,4,20,12.1,60.5,3,109.38,216.95
1258,11337,1,2024,1,0,3,0,66.7,22.2,59.57,16.08
1259,11337,1,2024,2,0,3,0,78.5,26.2,63.81,14.63
1260,11340,1,2024,1,39,232,1093.5,6297.2,27.1,78.5,17.35
1261,11340,1,2024,2,37,218,1012.9,5839.4,26.8,75.57,16.93
1262,11342,1,2024,1,0,2,0,39.4,19.7,66.97,20.4
1263,11342,1,2024,2,0,4,0,39.1,9.8,68.96,42.33
1264,11343,1,2024,1,8,40,95.6,478,12,58.04,29.14
1265,11343,1,2024,2,8,40,75.3,376.5,9.4,59.81,38.13
1266,11344,1,2024,1,15,81,56.7,302.8,3.7,67.37,108.13
1267,11344,1,2024,2,13,71,42.2,226.5,3.2,66.37,124.83
1268,11347,1,2024,1,0,3,0,72.6,24.2,67.69,16.78
1269,11347,1,2024,2,0,3,0,63.2,21.1,72.98,20.79
1270,11348,1,2024,1,0,6,0,130,21.7,77.63,21.5
1271,11348,1,2024,2,0,9,0,141.4,15.7,66.95,25.57
1272,11357,1,2024,1,0,8,7.6,101,12.6,87.72,41.69
1273,11357,1,2024,2,0,8,4.9,87.8,11,73.15,39.99
1274,11358,1,2024,1,13,76,106.1,594.6,7.8,48.59,37.26
1275,11358,1,2024,2,13,76,172.4,953.7,12.5,48.64,23.26
1276,11363,1,2024,1,13,78,381.5,2281,29.2,91.11,18.69
1277,11363,1,2024,2,13,79,459.1,2735.2,34.6,92.35,16
1278,11364,1,2024,1,9,53,134.3,776.7,14.7,69.81,28.58
1279,11364,1,2024,2,10,56,121.3,714.2,12.8,66.35,31.21
1280,11365,1,2024,1,9,48,16.3,85,1.8,79.89,270.69
1281,11365,1,2024,2,9,48,12.5,63.9,1.3,76.86,346.41
1282,11367,1,2024,1,16,95,438.6,2603.8,27.4,135.12,29.58
1283,11367,1,2024,2,14,85,353,2103.3,24.7,129,31.28
1284,11368,1,2024,1,13,70,124,644.9,9.2,65.91,42.92
1285,11368,1,2024,2,13,70,138.5,722.1,10.3,66.73,38.81
1286,11370,1,2024,1,32,215,313.5,2142.5,10,81.63,49.15
1287,11370,1,2024,2,34,212,361.4,2294.2,10.8,87.5,48.51
1288,11376,1,2024,1,6,35,38.7,211.8,6.1,56.15,55.67
1289,11376,1,2024,2,6,36,37.9,206.7,5.7,53.33,55.73
1290,11377,1,2024,1,2,17,36.9,329.3,19.4,88.61,27.45
1291,11377,1,2024,2,2,16,41,315.4,19.7,78,23.74
1292,11379,1,2024,1,10,50,373.1,1865.5,37.3,73.92,11.89
1293,11379,1,2024,2,12,60,386.6,1933,32.2,66.15,12.32
1294,11380,1,2024,1,0,38,17.7,648.9,17.1,77.13,27.1
1295,11380,1,2024,2,0,45,17.9,667.3,14.8,80.45,32.55
1296,11384,1,2024,1,4,20,68.9,344.5,17.2,82.96,28.9
1297,11384,1,2024,2,3,15,38,190,12.7,63.67,30.16
1298,11388,1,2024,1,3,17,55.5,336,19.8,97.47,29.59
1299,11388,1,2024,2,4,22,47.9,266.8,12.1,100.22,49.58
1300,11389,1,2024,1,17,94,317.5,1772,18.9,99.38,31.63
1301,11389,1,2024,2,14,83,216.5,1328.5,16,84.66,31.74
1302,11395,1,2024,1,1,6,17.5,102.6,17.1,24.08,8.45
1303,11395,1,2024,2,1,6,23,136.2,22.7,23.26,6.15
1304,11398,1,2024,1,1,5,0,0,0,31.1,1000
1305,11398,1,2024,2,2,10,0.1,0.5,0,23.67,1000
1306,11401,1,2024,1,57,342,741.1,4411.5,12.9,90.74,42.21
1307,11401,1,2024,2,55,331,754.5,4529.5,13.7,97.46,42.73
1308,11409,1,2024,1,12,64,93.2,506.1,7.9,48.9,37.1
1309,11409,1,2024,2,12,64,117.6,615.3,9.6,51.98,32.44
1310,11410,1,2024,1,9,52,121.8,654.7,12.6,54.89,26.16
1311,11410,1,2024,2,9,52,150.3,815.6,15.7,53.78,20.57
1312,11411,1,2024,1,24,137,313.9,1748.7,12.8,36.33,17.08
1313,11411,1,2024,2,22,127,304.9,1675.6,13.2,40.52,18.43
1314,11412,1,2024,1,32,188,530.7,3063.2,16.3,41.3,15.21
1315,11412,1,2024,2,34,199,522.4,3003.7,15.1,42.73,16.99
1316,11418,1,2024,1,0,16,4.6,89.4,5.6,59.39,63.77
1317,11418,1,2024,2,0,16,3.7,106.9,6.7,60.5,54.33
1318,11421,1,2024,1,2,20,34.3,337.4,16.9,87.57,31.15
1319,11421,1,2024,2,2,19,41,423.2,22.3,92.08,24.8
1320,11423,1,2024,1,3,26,29.5,289.5,11.1,86.32,46.51
1321,11423,1,2024,2,3,26,30.2,350.9,13.5,88.23,39.22
1322,11424,1,2024,1,6,36,68.7,414.5,11.5,56.1,29.23
1323,11424,1,2024,2,7,41,83.3,486.7,11.9,54.06,27.32
1324,11425,1,2024,1,9,51,148.6,790.1,15.5,106.42,41.22
1325,11425,1,2024,2,8,46,129.1,680.8,14.8,109.49,44.39
1326,11431,1,2024,1,15,87,174.9,956.7,11,74.61,40.71
1327,11431,1,2024,2,15,87,161.4,890.1,10.2,73.19,42.92
1328,11434,1,2024,1,17,92,209.9,1133.2,12.3,85.08,41.44
1329,11434,1,2024,2,12,67,225.3,1233.6,18.4,84.08,27.4
1330,11436,1,2024,1,6,35,153.5,837.2,23.9,64.44,16.16
1331,11436,1,2024,2,6,34,117.4,633.4,18.6,59.06,19.02
1332,11437,1,2024,1,5,30,28.6,155.3,5.2,59.82,69.33
1333,11437,1,2024,2,5,30,14.6,83.3,2.8,55.11,119.09
1334,11440,1,2024,1,9,48,79.1,437.9,9.1,95.43,62.76
1335,11440,1,2024,2,9,48,63.7,344.2,7.2,87.77,73.44
1336,11442,1,2024,1,0,4,0,47.8,12,109.09,54.77
1337,11442,1,2024,2,0,4,0,39.1,9.8,109.42,67.16
1338,11445,1,2024,1,0,4,0,46,11.5,96.72,50.46
1339,11445,1,2024,2,0,4,0,47.6,11.9,97.04,48.93
1340,11451,1,2024,1,43,243,678.2,3724.2,15.3,44.5,17.42
1341,11451,1,2024,2,38,210,581.5,3190.2,15.2,42.96,16.97
1342,11453,1,2024,1,1,5,9.2,46,9.2,62.08,40.49
1343,11453,1,2024,2,1,5,7.5,37.5,7.5,59.92,47.94
1344,11454,1,2024,1,12,63,261.5,1381.3,21.9,68.29,18.69
1345,11454,1,2024,2,15,82,262.7,1421.8,17.3,66.33,22.95
1346,11455,1,2024,1,34,180,400.5,2054.9,11.4,52.58,27.63
1347,11455,1,2024,2,32,170,420,2223.8,13.1,54.99,25.22
1348,11458,1,2024,1,12,60,171.8,859,14.3,64.66,27.1
1349,11458,1,2024,2,9,45,97.2,486,10.8,61.81,34.34
1350,11460,1,2024,1,22,123,232.9,1304.3,10.6,49.17,27.82
1351,11460,1,2024,2,23,128,179.6,1021.5,8,49.45,37.18
1352,11461,1,2024,1,14,82,261.2,1451.3,17.7,104.98,35.59
1353,11461,1,2024,2,15,85,254.1,1388.4,16.3,105.5,38.75
1354,11462,1,2024,1,13,71,233.4,1257.2,17.7,97.55,33.05
1355,11462,1,2024,2,10,58,183.3,994.4,17.1,97.27,34.04
1356,11464,1,2024,1,4,21,67.2,344.8,16.4,69.79,25.5
1357,11464,1,2024,2,4,20,55.8,279,14,79.06,34
1358,11467,1,2024,1,5,29,82.9,482.5,16.6,111.43,40.18
1359,11467,1,2024,2,4,25,60.8,380.1,15.2,109.22,43.1
1360,11468,1,2024,1,1,5,31.6,158,31.6,106.53,20.23
1361,11468,1,2024,2,2,10,17.6,88,8.8,106.47,72.59
1362,11470,1,2024,1,14,74,165,877.2,11.9,70.78,35.83
1363,11470,1,2024,2,12,65,110.6,591.7,9.1,67.88,44.74
1364,11471,1,2024,1,0,12,1.8,53.8,4.5,78.87,105.55
1365,11471,1,2024,2,0,9,2.8,33.8,3.8,88.07,140.7
1366,11472,1,2024,1,41,230,398.3,2200.1,9.6,70.74,44.37
1367,11472,1,2024,2,38,213,346.8,1935.4,9.1,70.75,46.72
1368,11473,1,2024,1,3,15,43.6,218,14.5,71.15,29.37
1369,11473,1,2024,2,3,15,32,160,10.7,78.9,44.38
1370,11474,1,2024,1,6,31,30.4,164,5.3,62.25,70.6
1371,11474,1,2024,2,3,15,16.6,83,5.5,67.65,73.36
1372,11482,1,2024,1,1,5,9.2,46,9.2,83.02,54.14
1373,11484,1,2024,1,12,60,147.9,739.5,12.3,66.26,32.26
1374,11484,1,2024,2,12,60,89.8,449,7.5,68.59,54.99
1375,11485,1,2024,1,0,10,4.1,87.2,8.7,104.8,72.11
1376,11485,1,2024,2,0,10,7.1,100.4,10,101.38,60.59
1377,11486,1,2024,1,12,60,84.5,422.5,7,54.68,46.59
1378,11486,1,2024,2,5,25,50.9,254.5,10.2,59.37,34.99
1379,11487,1,2024,2,1,7,3.4,33.1,4.7,134.53,170.7
1380,11500,1,2024,1,28,154,361.7,1974.4,12.8,57.83,27.06
1381,11500,1,2024,2,28,153,339.4,1859.7,12.2,58.7,28.98
1382,11501,1,2024,1,79,450,2816.4,15969.4,35.5,76.23,12.89
1383,11501,1,2024,2,74,423,2469.1,14093.2,33.3,76.21,13.72
1384,11502,1,2024,1,0,6,2.6,27.7,4.6,60.78,78.99
1385,11502,1,2024,2,0,6,0.1,5.5,0.9,49.14,321.64
1386,11504,1,2024,1,5,30,20.5,109,3.6,42.17,69.64
1387,11504,1,2024,2,5,30,16,84.8,2.8,40.5,85.97
1388,11505,1,2024,1,4,20,66.9,334.5,16.7,55.35,19.86
1389,11505,1,2024,2,3,15,23.2,116,7.7,48.38,37.54
1390,11509,1,2024,1,43,242,264,1412.3,5.8,32.92,33.85
1391,11509,1,2024,2,48,272,269.4,1477.4,5.4,32.8,36.23
1392,11512,1,2024,3,85,485,1069.4,5916.8,12.2,77.86,38.29
1393,11517,1,2024,1,69,362,1141.8,6059.2,16.7,47.22,16.93
1394,11517,1,2024,2,62,327,1172.9,6219.1,19,43.56,13.74
1395,11522,1,2024,1,15,83,146,769,9.3,34.86,22.58
1396,11522,1,2024,2,15,84,136.2,720.8,8.6,32.86,22.98
1397,11535,1,2024,1,1,5,6.3,31.5,6.3,41.43,39.46
1398,11535,1,2024,2,2,10,3.7,18.5,1.8,31.94,103.59
1399,11541,1,2024,1,48,256,1024.2,5358.8,20.9,44.89,12.87
1400,11541,1,2024,2,49,261,794.6,4155.2,15.9,48.72,18.36
1401,11555,1,2024,1,0,11,1.2,22.5,2,51.61,151.39
1402,11555,1,2024,2,0,6,0.9,15.5,2.6,50.91,118.24
1403,11564,1,2024,1,17,97,25.3,140.2,1.4,43.04,178.67
1404,11564,1,2024,2,17,97,22.7,125.9,1.3,35.98,166.33
1405,11570,1,2024,1,0,2,0,25,12.5,120.13,57.66
1406,11570,1,2024,2,0,2,0,30.8,15.4,112.23,43.73
1407,11577,1,2024,1,16,91,272.3,1648.8,18.1,78.17,25.89
1408,11577,1,2024,2,15,90,230.5,1431.9,15.9,72.14,27.21
1409,11588,1,2024,1,0,4,0,67.7,16.9,86.69,30.73
1410,11588,1,2024,2,0,4,0,29.8,7.4,115.48,93
1411,11593,1,2024,1,22,126,270.5,1479.3,11.7,149.28,76.29
1412,11593,1,2024,2,26,146,313.1,1706.5,11.7,138.74,71.22
1413,11609,1,2024,1,19,101,225.7,1172.1,11.6,53.95,27.89
1414,11609,1,2024,2,18,96,228,1189.9,12.4,58.09,28.12
1415,11614,1,2024,1,4,20,47.7,238.5,11.9,77.67,39.08
1416,11614,1,2024,2,4,20,56.4,282,14.1,70.87,30.16
1417,11615,1,2024,1,41,236,932.5,5208.1,22.1,54.97,14.95
1418,11615,1,2024,2,43,243,820.5,4559.9,18.8,51.7,16.53
1419,11616,1,2024,1,45,275,779.7,4634.9,16.9,57.64,20.52
1420,11616,1,2024,2,46,281,833.1,4985.2,17.7,57.77,19.54
1421,11617,1,2024,1,56,337,1448,8359.3,24.8,70.43,17.04
1422,11617,1,2024,2,59,351,1722.4,9701.2,27.6,71.2,15.46
1423,11618,1,2024,1,62,381,1393.8,8332.3,21.9,65.73,18.03
1424,11618,1,2024,2,61,384,1360.3,8378.8,21.8,67.56,18.58
1425,11621,1,2024,1,5,25,58,290,11.6,74.32,38.44
1426,11621,1,2024,2,3,15,41.9,209.5,14,70.24,30.17
1427,11632,1,2024,1,15,85,286,1582.9,18.6,107.11,34.51
1428,11632,1,2024,2,15,85,235,1317.5,15.5,105.07,40.67
1429,11669,1,2024,1,26,162,166.4,1059.5,6.5,111.81,102.58
1430,11669,1,2024,2,13,84,163.6,1045.3,12.4,114.16,55.04
1431,11681,1,2024,1,4,60,115.6,912.6,15.2,106.13,41.87
1432,11681,1,2024,2,8,87,182.8,1237.8,14.2,96.28,40.6
1433,11686,1,2024,1,2,11,28.2,169.7,15.4,109.45,42.57
1434,11686,1,2024,2,2,11,30.8,161.2,14.7,111.49,45.65
1435,11691,1,2024,1,2,42,34.3,456.9,10.9,99.88,55.09
1436,11691,1,2024,2,7,71,132.9,950.9,13.4,93.47,41.87
1437,11699,1,2024,1,0,6,2,25.3,4.2,58.46,83.18
1438,11699,1,2024,2,0,10,1.2,33.4,3.3,55.11,99
1439,11774,1,2024,1,5,28,15.4,117.1,4.2,102.87,147.58
1440,11774,1,2024,2,5,26,25.4,134.4,5.2,102.2,118.62
1441,11777,1,2024,1,8,44,18.8,98.9,2.2,64.25,171.51
1442,11777,1,2024,2,8,44,12.5,66.5,1.5,68.51,271.98
1443,11781,1,2024,1,0,2,0,66.1,33,136.86,24.85
1444,11781,1,2024,2,0,2,0,56.2,28.1,160.32,34.23
1445,11782,1,2024,1,1,6,35,206.4,34.4,31.17,5.44
1446,11783,1,2024,1,1,6,19.5,111.3,18.6,28.08,9.08
1447,11783,1,2024,2,1,6,15,91.7,15.3,33.77,13.26
1448,11784,1,2024,1,0,2,3,53.6,26.8,124.22,27.81
1449,11784,1,2024,2,0,3,6,43.1,14.4,115.61,48.28
1450,11785,1,2024,1,1,6,59.8,353.1,58.8,27.33,2.79
1451,11785,1,2024,2,2,11,63.1,411.9,37.4,23.03,3.69
1452,11787,1,2024,1,1,6,49.6,285.7,47.6,17.5,2.21
1453,11787,1,2024,2,1,6,48.3,285.6,47.6,20.71,2.61
1454,11790,1,2024,1,1,6,20.5,120.6,20.1,33.96,10.14
1455,11790,1,2024,2,1,6,21.4,122.1,20.3,38.79,11.44
1456,11791,1,2024,1,0,2,0,24.8,12.4,69.62,33.69
1457,11791,1,2024,2,2,10,54.9,316.9,31.7,60.57,11.47
1458,11792,1,2024,1,2,10,23,137.6,13.8,101.45,44.24
1459,11792,1,2024,2,2,10,13.3,86.2,8.6,95.8,66.68
1460,11793,1,2024,1,1,6,9.3,53.2,8.9,48.86,33.06
1461,11793,1,2024,2,1,6,21.8,124.8,20.8,62.68,18.08
1462,11794,1,2024,1,1,6,16.8,98.7,16.4,40.37,14.72
1463,11794,1,2024,2,1,6,29.3,175.7,29.3,70.38,14.42
1464,11795,1,2024,1,1,6,5.5,30.7,5.1,21.46,25.16
1465,11799,1,2024,1,1,5,9,53,10.6,144.81,81.97
1466,11799,1,2024,2,1,5,4.1,24.6,4.9,117.43,143.21
1467,11800,1,2024,1,0,1,4.1,20.5,20.5,227.74,66.66
1468,11800,1,2024,2,0,1,1,5,5,162.99,195.59
1469,11801,1,2024,1,4,24,200.7,1144.3,47.7,19.29,2.43
1470,11801,1,2024,2,1,6,44.9,255.1,42.5,30.83,4.35
1471,11807,1,2024,1,1,6,36.5,199.9,33.3,30.57,5.51
1472,11823,1,2024,1,1,6,23.2,120.8,20.1,34.99,10.43
1473,11823,1,2024,2,1,5,18.6,93,18.6,37.78,12.19
1474,11824,1,2024,1,1,6,21.3,108.9,18.2,37.46,12.38
1475,11824,1,2024,2,1,5,19.5,97.5,19.5,42.48,13.07
1476,11825,1,2024,1,1,6,63.8,358.8,59.8,52.98,5.32
1477,11825,1,2024,2,1,5,29.6,148,29.6,45.16,9.15
1478,11833,1,2024,1,15,85,136.6,847.8,10,137.38,82.64
1479,11833,1,2024,2,15,85,162.5,929.4,10.9,130.25,71.47
1480,11842,1,2024,1,2,12,196.6,1159,96.6,29.07,1.81
1481,11842,1,2024,2,1,6,66.8,438.8,73.1,38.73,3.18
1482,11843,1,2024,1,2,12,46.8,292.7,24.4,18.7,4.6
1483,11843,1,2024,2,1,6,29.2,198.2,33,26.59,4.83
1484,11844,1,2024,1,2,12,101.3,579.7,48.3,27.98,3.48
1485,11844,1,2024,2,1,7,44.5,305.2,43.6,40.55,5.58
1486,11845,1,2024,1,1,6,62.3,342.7,57.1,32.77,3.44
1487,11845,1,2024,2,1,6,35.6,230.3,38.4,40.97,6.4
1488,11849,1,2024,1,0,5,0,81.3,16.3,156.2,57.64
1489,11849,1,2024,2,0,9,0.3,87.2,9.7,156.92,97.18
1490,11851,1,2024,1,1,5,21.9,114.2,22.8,34.56,9.08
1491,11851,1,2024,2,1,9,18.1,96.2,10.7,43.35,24.33
1492,11855,1,2024,1,0,6,0,140.1,23.3,119.38,30.68
1493,11855,1,2024,2,0,7,0.1,123.5,17.6,116.41,39.59
1494,11871,1,2024,1,0,1,0,25.7,25.7,113.17,26.42
1495,11871,1,2024,2,0,2,0,46,23,98.75,25.76
1496,11872,1,2024,2,0,1,0,29.7,29.7,86.93,17.56
1497,11882,1,2024,1,3,15,30.8,167.7,11.2,22.25,11.94
1498,11882,1,2024,2,2,10,15,82.2,8.2,27.34,19.96
1499,11884,1,2024,1,26,152,386,2237,14.7,30.21,12.32
1500,11884,1,2024,2,26,150,321.4,1866,12.4,29.57,14.26
1501,11886,1,2024,1,9,45,42.7,213.5,4.7,40.82,51.62
1502,11886,1,2024,2,9,45,25.1,125.5,2.8,36.51,78.55
1503,11887,1,2024,1,0,10,3.2,54.8,5.5,209.04,228.88
1504,11887,1,2024,2,0,10,0.4,28.5,2.8,206.51,434.76
1505,11891,1,2024,1,0,1,0,29.9,29.9,114.06,22.89
1506,11891,1,2024,2,0,2,0,27.8,13.9,116.65,50.35
1507,11893,1,2024,2,0,1,0,23.3,23.3,85.61,22.05
1508,11895,1,2024,1,0,2,0,82.3,41.2,113.35,16.53
1509,11895,1,2024,2,0,5,0,142.6,28.5,98.18,20.65
1510,11900,1,2024,1,37,212,830.7,4725.6,22.3,56.91,15.32
1511,11900,1,2024,2,36,201,622.7,3635.6,18.1,39.32,13.04
1512,11901,1,2024,1,1,6,78.4,461.2,76.9,13.4,1.05
1513,11901,1,2024,2,4,22,126.1,722.3,32.8,23.5,4.29
1514,11909,1,2024,1,2,12,1.4,8,0.7,21.69,195.21
1515,11909,1,2024,2,2,11,1.2,6.4,0.6,21.67,223.47
1516,11931,1,2024,1,1,5,41.1,205.5,41.1,41.95,6.12
1517,11933,1,2024,1,1,5,18.4,92,18.4,24.24,7.9
1518,11943,1,2024,1,4,22,41.1,212.6,9.7,187.47,116.4
1519,11943,1,2024,2,3,17,29.9,153.4,9,190.49,126.66
1520,11950,1,2024,1,1,5,40.6,203,40.6,61.92,9.15
1521,11950,1,2024,2,1,5,17.3,86.5,17.3,66.44,23.04
1522,11951,1,2024,1,1,5,48.1,240.5,48.1,50.27,6.27
1523,11951,1,2024,2,1,5,17.2,86,17.2,35.76,12.47
1524,11952,1,2024,1,1,5,44.4,222,44.4,29.37,3.97
1525,11952,1,2024,2,1,5,17.9,89.5,17.9,30.71,10.29
1526,11953,1,2024,1,1,5,25.3,126.5,25.3,28.45,6.75
1527,11953,1,2024,2,1,5,13.6,68,13.6,37.19,16.41
1528,11957,1,2024,2,0,9,9,204.8,22.8,132.5,34.94
1529,11960,1,2024,1,2,12,29.2,164,13.7,19.23,8.44
1530,11961,1,2024,1,2,12,17,93,7.8,18.59,14.39
1531,11961,1,2024,2,2,11,40.4,226,20.5,17.52,5.12
1532,11962,1,2024,2,2,11,39.7,213.9,19.4,18.12,5.59
1533,11963,1,2024,1,1,6,14.5,78.7,13.1,13.62,6.23
1534,11964,1,2024,2,1,6,27.4,165.9,27.6,24.23,5.26
1535,11965,1,2024,2,1,5,21.7,108.5,21.7,13.94,3.85
1536,11967,1,2024,1,0,9,0.8,46.7,5.2,200.83,232.22
1537,11967,1,2024,2,0,9,0.1,61.9,6.9,215.67,188.15
1538,11970,1,2024,1,1,6,64.8,389,64.8,23.64,2.19
1539,11970,1,2024,2,2,11,40.7,224.6,20.4,35.62,10.47
1540,11971,1,2024,1,1,6,33.2,194.9,32.5,33.62,6.21
1541,11971,1,2024,2,0,1,0,32.3,32.3,32.96,6.12
1542,11972,1,2024,1,1,6,6.3,36.9,6.1,22.67,22.12
1543,11972,1,2024,2,0,1,0,11.2,11.2,24.82,13.3
1544,11988,1,2024,1,0,6,0.9,220.9,36.8,144.66,23.58
1545,11988,1,2024,2,0,2,0,58.1,29,101.72,21.01
1546,11989,1,2024,1,2,12,15.5,101,8.4,134.15,95.63
1547,11989,1,2024,2,2,12,12.7,85,7.1,124.85,105.76
1548,11990,1,2024,1,0,2,0,25.7,12.8,109.98,51.35
1549,11990,1,2024,2,0,2,0,22.6,11.3,105.34,55.93
1550,11991,1,2024,1,4,23,36.4,206.8,9,92.54,61.75
1551,11991,1,2024,2,4,23,37,209.1,9.1,104.48,68.95
1552,11992,1,2024,1,4,48,93.4,653.7,13.6,200.09,88.15
1553,11992,1,2024,2,4,44,97.4,594.1,13.5,199.79,88.78
1554,11994,1,2024,1,6,45,95.3,603.2,13.4,136.62,61.15
1555,11994,1,2024,2,5,39,66,436.2,11.2,120.38,64.58
1556,12002,1,2024,1,78,439,1449.5,7799.9,17.8,38.3,12.93
1557,12002,1,2024,2,80,449,1470.7,7957,17.7,36.85,12.48
1558,12005,1,2024,3,29,166,591.4,3189,19.2,30.56,9.54
1559,12006,1,2024,3,0,15,0,353.3,23.6,54.27,13.82
1560,12007,1,2024,3,0,15,0.5,401.2,26.7,63,14.13
1561,12011,1,2024,1,17,90,267.5,1401.3,15.6,27.71,10.68
1562,12011,1,2024,2,16,85,253.1,1296.1,15.2,27.96,11
1563,12012,1,2024,2,39,216,1637.7,9038.2,41.8,42.41,6.08
1564,12014,1,2024,1,60,344,1289.2,6896.8,20,23.28,6.97
1565,12014,1,2024,2,61,351,1128.9,6134.6,17.5,30.53,10.48
1566,12022,1,2024,1,60,321,3262.5,17779.2,55.4,73.68,7.98
1567,12022,1,2024,2,60,319,3254.6,17669.3,55.4,69.67,7.55
1568,12022,1,2024,3,0,22,0,11.9,0.5,24.09,267.22
1569,12025,1,2024,1,80,456,2763.9,15273.9,33.5,52.53,9.41
1570,12025,1,2024,2,80,470,2869.6,16253.9,34.6,44.01,7.64
1571,12027,1,2024,1,4,21,114,597.7,28.5,59.66,12.58
1572,12027,1,2024,2,4,21,104.9,543.9,25.9,63.8,14.78
1573,12034,1,2024,3,4,23,23,125.6,5.5,39.62,43.53
1574,12035,1,2024,1,50,287,1725.8,9352.7,32.6,42.25,7.78
1575,12035,1,2024,2,50,288,1720.8,9242.7,32.1,45.7,8.54
1576,12038,1,2024,1,3,15,111.9,559.5,37.3,74.14,11.93
1577,12038,1,2024,2,3,15,63.4,317,21.1,59.45,16.88
1578,12039,1,2024,1,84,496,5066.6,29042.8,58.6,54.15,5.55
1579,12039,1,2024,2,95,553,7437.8,41985.3,75.9,60.71,4.8
1580,12042,1,2024,2,1,6,12.1,63.7,10.6,26.73,15.11
1581,12050,1,2024,3,51,294,543,2912.4,9.9,44.39,26.89
1582,12053,1,2024,1,23,125,959.2,5106.3,40.9,56.5,8.3
1583,12053,1,2024,2,19,105,772.7,4136.1,39.4,57.67,8.78
1584,12055,1,2024,2,2,10,12.8,64,6.4,9.54,8.94
1585,12058,1,2024,1,1,6,3.8,19.1,3.2,35.64,67.17
1586,12058,1,2024,2,1,6,0.6,3,0.5,34.68,416.16
1587,12059,1,2024,1,1,6,12.7,70.5,11.8,47.08,24.04
1588,12059,1,2024,2,1,6,7.3,47.3,7.9,36.39,27.7
1589,12063,1,2024,2,1,6,3.6,22.6,3.8,19.47,31.01
1590,12065,1,2024,1,78,449,4354.6,24129.8,53.7,44.83,5.01
1591,12065,1,2024,2,69,391,3675.9,20262.8,51.8,46.66,5.4
1592,12067,1,2024,1,79,465,6183.8,35291.2,75.9,55.09,4.36
1593,12067,1,2024,2,82,485,6016.3,34154.8,70.4,52.87,4.5
1594,12069,1,2024,1,85,485,5799.8,32228.3,66.5,46.13,4.17
1595,12069,1,2024,2,71,414,4400.2,25108,60.6,48.43,4.79
1596,12080,1,2024,1,3,18,71.2,408,22.7,20.63,5.46
1597,12080,1,2024,2,2,12,68.4,416.1,34.7,20.66,3.57
1598,12081,1,2024,2,1,6,15.6,87,14.5,33.33,13.79
1599,12087,1,2024,1,2,11,57.2,310.3,28.2,24.96,5.31
1600,12088,1,2024,1,0,1,0,9.4,9.4,25,15.96
1601,12088,1,2024,2,1,6,26.8,150.3,25,32.44,7.77
1602,12089,1,2024,1,1,5,34.3,171.5,34.3,18.86,3.3
1603,12089,1,2024,2,2,10,38.4,192,19.2,19,5.94
1604,12090,1,2024,1,1,5,8.7,43.5,8.7,17.04,11.75
1605,12090,1,2024,2,1,5,25.5,127.5,25.5,18.85,4.44
1606,12091,1,2024,1,3,17,93.4,559.2,32.9,34.06,6.21
1607,12092,1,2024,1,1,6,17,101.9,17,15.38,5.43
1608,12092,1,2024,2,1,6,24,134.1,22.3,16.89,4.53
1609,12093,1,2024,1,1,6,53,314,52.3,41.4,4.75
1610,12107,1,2024,1,1,5,10.4,52,10.4,57.37,33.1
1611,12107,1,2024,2,1,5,6.9,34.5,6.9,68.49,59.56
1612,12111,1,2024,1,60,342,787.7,4573.8,13.4,50.85,22.81
1613,12111,1,2024,2,62,349,810.8,4802.8,13.8,49.95,21.78
1614,12112,1,2024,2,8,40,113.6,568,14.2,65.93,27.86
1615,12114,1,2024,1,73,365,433.8,2169,5.9,70.6,71.28
1616,12117,1,2024,1,33,183,304.9,1610,8.8,26.72,18.22
1617,12117,1,2024,2,35,193,272.8,1437.1,7.4,26.03,20.97
1618,12118,1,2024,1,7,35,11.7,58.5,1.7,13.54,48.61
1619,12118,1,2024,2,4,20,17.8,89,4.4,10.95,14.76
1620,12120,1,2024,1,3,16,19.5,97.6,6.1,65.85,64.77
1621,12120,1,2024,2,2,11,24.6,128.2,11.7,66.63,34.3
1622,12121,1,2024,1,3,16,35.1,179.2,11.2,80.31,43.02
1623,12121,1,2024,2,3,16,29.3,151.8,9.5,84.4,53.38
1624,12123,1,2024,1,17,92,119.2,636.7,6.9,77.37,67.08
1625,12123,1,2024,2,17,93,140.8,769.1,8.3,80.43,58.35
1626,12125,1,2024,1,100,560,4620.7,25858.1,46.2,82.61,10.73
1627,12125,1,2024,2,101,565,4486,25045.5,44.3,83.59,11.31
1628,12129,1,2024,1,0,14,0,315.7,22.6,121.04,32.21
1629,12129,1,2024,2,0,11,0.1,258,23.5,109.53,28.02
1630,12131,1,2024,1,7,45,64.8,524.5,11.7,83.51,42.99
1631,12131,1,2024,2,6,40,63.8,480.1,12,81.4,40.69
1632,12134,1,2024,1,1,5,3.2,16,3.2,62.62,117.41
1633,12134,1,2024,2,1,5,4.3,21.5,4.3,55.49,77.43
1634,12137,1,2024,1,25,145,529.8,2990.9,20.6,33.01,9.6
