OriginCityName,DestinationCityName,OriginCityName_Latitude,OriginCityName_Longitude,DestinationCityName_Latitude,DestinationCityName_Longitude,WeeklyPassengers,DailyPassengers,BusID,OriginDistrict,DestinationDistrict,Country
רכסים,רכסים,32.749264,35.099582,32.749264,35.099582,608.0,100.7,0,Northern,Northern,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,190.1,33.6,1,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,848.0,150.0,2,Unknown,Unknown,Israel
חיפה,נשר,32.83036,34.974339,32.764899,35.049192,474.4,90.1,3,Unknown,Northern,Israel
נשר,חיפה,32.764899,35.049192,32.83036,34.974339,366.5,62.2,4,Northern,Unknown,Israel
רכסים,רכסים,32.749264,35.099582,32.749264,35.099582,552.4,91.2,5,Northern,Northern,Israel
רכסים,רכסים,32.749264,35.099582,32.749264,35.099582,536.9,101.9,6,Northern,Northern,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,2926.4,524.7,7,Unknown,Unknown,Israel
קרית ביאליק,קרית מוצקין,32.832153,35.088408,32.838201,35.079525,14824.6,2667.0,8,Northern,Northern,Israel
קרית ים,קרית ביאליק,32.849275,35.06893,32.832153,35.088408,14092.7,2520.0,9,Northern,Northern,Israel
קרית ים,קרית ים,32.849275,35.06893,32.849275,35.06893,14276.2,2565.9,10,Northern,Northern,Israel
קרית ים,קרית מוצקין,32.849275,35.06893,32.838201,35.079525,8363.2,1480.3,11,Northern,Northern,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,26.2,0.1,12,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,663.9,0.4,13,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,7972.4,1471.9,14,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,6031.4,1111.1,15,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,10747.8,1982.7,16,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,11245.8,2114.5,17,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,9959.8,1696.6,18,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,14934.8,2575.4,19,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,9851.8,1746.9,20,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,13960.7,2553.8,21,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,11960.2,2152.8,22,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,97.0,19.4,23,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,76.9,0.0,24,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,188.0,0.0,25,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,10891.0,1983.4,26,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,10191.5,1862.1,27,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,4738.7,810.3,28,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,5075.8,835.6,29,Unknown,Unknown,Israel
חדרה,מבוא דותן,32.442784,34.92088,32.420771,35.173871,266.9,49.7,30,Haifa,Unknown,Israel
מבוא דותן,חדרה,32.420771,35.173871,32.442784,34.92088,298.5,54.8,31,Unknown,Haifa,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,14185.7,2480.3,32,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,21358.3,3831.8,33,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,489.8,0.0,34,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,5947.5,1088.2,35,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,6601.6,1185.1,36,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,5994.8,1066.7,37,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,3668.3,681.9,38,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,2823.3,522.6,39,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,227.4,41.0,40,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,86.1,15.7,41,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,1620.5,294.1,42,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,4153.3,751.7,43,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,99.6,19.9,44,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,3961.3,713.7,45,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,16.3,0.3,46,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,8.0,0.0,47,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,1680.1,299.1,48,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,3321.1,600.9,49,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,19688.4,3514.6,50,Unknown,Unknown,Israel
דאלית אל-כרמל,חיפה,32.693795,35.055448,32.83036,34.974339,19723.3,3558.9,51,Northern,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,4083.7,739.8,52,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,168.8,31.9,53,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,165.8,30.5,54,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,1694.6,315.2,55,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,8894.3,1500.7,56,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,7642.2,1300.0,57,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,2526.5,442.2,58,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,1956.8,353.5,59,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,1457.0,258.8,60,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,1930.0,347.9,61,Unknown,Unknown,Israel
חיפה,טירת כרמל,32.83036,34.974339,32.762126,34.972982,1572.5,281.9,62,Unknown,Unknown,Israel
טירת כרמל,חיפה,32.762126,34.972982,32.83036,34.974339,1833.7,311.2,63,Unknown,Unknown,Israel
חיפה,טירת כרמל,32.83036,34.974339,32.762126,34.972982,3207.2,610.3,64,Unknown,Unknown,Israel
טירת כרמל,חיפה,32.762126,34.972982,32.83036,34.974339,2871.8,537.4,65,Unknown,Unknown,Israel
חיפה,טירת כרמל,32.83036,34.974339,32.762126,34.972982,3946.8,736.7,66,Unknown,Unknown,Israel
טירת כרמל,חיפה,32.762126,34.972982,32.83036,34.974339,3097.7,584.8,67,Unknown,Unknown,Israel
נהריה,אחיהוד,33.011351,35.094671,32.907404,35.171717,206.7,38.9,68,Northern,Northern,Israel
אחיהוד,נהריה,32.907404,35.171717,33.011351,35.094671,168.4,30.6,69,Northern,Northern,Israel
חיפה,טירת כרמל,32.83036,34.974339,32.762126,34.972982,6939.2,1280.5,70,Unknown,Unknown,Israel
טירת כרמל,חיפה,32.762126,34.972982,32.83036,34.974339,6010.4,1106.5,71,Unknown,Unknown,Israel
זכרון יעקב,זכרון יעקב,32.573904,34.951979,32.573904,34.951979,17.1,2.5,72,Unknown,Unknown,Israel
קרית אתא,רמת יוחנן,32.809143,35.119774,32.793456,35.12221,84.4,15.9,73,Northern,Northern,Israel
רמת יוחנן,קרית אתא,32.793456,35.12221,32.809143,35.119774,88.1,15.4,74,Northern,Northern,Israel
חיפה,נשר,32.83036,34.974339,32.764899,35.049192,390.0,66.5,75,Unknown,Northern,Israel
נשר,חיפה,32.764899,35.049192,32.83036,34.974339,686.7,121.4,76,Northern,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,4230.9,806.3,77,Unknown,Unknown,Israel
חיפה,נשר,32.83036,34.974339,32.764899,35.049192,1309.4,243.4,78,Unknown,Northern,Israel
נשר,חיפה,32.764899,35.049192,32.83036,34.974339,1939.1,361.3,79,Northern,Unknown,Israel
חיפה,כפר חסידים א,32.83036,34.974339,32.748649,35.089977,5857.8,1080.7,80,Unknown,Northern,Israel
כפר חסידים א,חיפה,32.748649,35.089977,32.83036,34.974339,6923.9,1264.8,81,Northern,Unknown,Israel
חיפה,יגור,32.83036,34.974339,32.741531,35.076827,7891.9,1448.2,82,Unknown,Northern,Israel
יגור,חיפה,32.741531,35.076827,32.83036,34.974339,9171.4,1703.2,83,Northern,Unknown,Israel
חיפה,יגור,32.83036,34.974339,32.741531,35.076827,2431.0,456.3,84,Unknown,Northern,Israel
יגור,חיפה,32.741531,35.076827,32.83036,34.974339,3250.2,604.6,85,Northern,Unknown,Israel
חיפה,נשר,32.83036,34.974339,32.764899,35.049192,2804.9,522.1,86,Unknown,Northern,Israel
נשר,חיפה,32.764899,35.049192,32.83036,34.974339,3637.0,686.3,87,Northern,Unknown,Israel
חיפה,נשר,32.83036,34.974339,32.764899,35.049192,558.6,74.6,88,Unknown,Northern,Israel
נשר,חיפה,32.764899,35.049192,32.83036,34.974339,375.7,32.9,89,Northern,Unknown,Israel
חיפה,קרית אתא,32.83036,34.974339,32.809143,35.119774,290.6,51.3,90,Unknown,Northern,Israel
קרית אתא,חיפה,32.809143,35.119774,32.83036,34.974339,271.6,46.2,91,Northern,Unknown,Israel
חיפה,קרית אתא,32.83036,34.974339,32.809143,35.119774,107.7,19.6,92,Unknown,Northern,Israel
קרית אתא,חיפה,32.809143,35.119774,32.83036,34.974339,176.5,35.3,93,Northern,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,171.5,34.3,94,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,493.1,88.1,95,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,554.9,93.1,96,Unknown,Unknown,Israel
קרית ביאליק,קרית ביאליק,32.832153,35.088408,32.832153,35.088408,763.9,138.0,97,Northern,Northern,Israel
כפר ביאליק,קרית ביאליק,32.821375,35.087751,32.832153,35.088408,54.5,8.8,98,Northern,Northern,Israel
קרית ביאליק,קרית ביאליק,32.832153,35.088408,32.832153,35.088408,665.8,119.0,99,Northern,Northern,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,159.7,24.8,100,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,34.8,5.9,101,Unknown,Unknown,Israel
רכסים,רכסים,32.749264,35.099582,32.749264,35.099582,84.0,16.8,102,Northern,Northern,Israel
רכסים,רכסים,32.749264,35.099582,32.749264,35.099582,88.6,14.6,103,Northern,Northern,Israel
רכסים,כפר חסידים א,32.749264,35.099582,32.748649,35.089977,147.9,29.3,104,Northern,Northern,Israel
כפר חסידים א,רכסים,32.748649,35.089977,32.749264,35.099582,83.4,12.9,105,Northern,Northern,Israel
רכסים,רכסים,32.749264,35.099582,32.749264,35.099582,176.1,25.3,106,Northern,Northern,Israel
רכסים,רכסים,32.749264,35.099582,32.749264,35.099582,184.9,31.0,107,Northern,Northern,Israel
קרית אתא,קרית אתא,32.809143,35.119774,32.809143,35.119774,372.3,63.1,108,Northern,Northern,Israel
קרית אתא,קרית אתא,32.809143,35.119774,32.809143,35.119774,725.1,133.2,109,Northern,Northern,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,294.8,56.0,110,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,125.7,21.0,111,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,142.8,25.0,112,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,54.8,9.3,113,Unknown,Unknown,Israel
ירושלים,ירושלים,31.768318,35.213711,31.768318,35.213711,10.6,0.2,114,Jerusalem,Jerusalem,Israel
ירושלים,ירושלים,31.768318,35.213711,31.768318,35.213711,82.8,4.6,115,Jerusalem,Jerusalem,Israel
ירושלים,מבשרת ציון,31.768318,35.213711,31.804051,35.157893,80.8,3.0,116,Jerusalem,Jerusalem,Israel
מבשרת ציון,ירושלים,31.804051,35.157893,31.768318,35.213711,3.7,0.2,117,Jerusalem,Jerusalem,Israel
ירושלים,גבעת זאב,31.768318,35.213711,31.861188,35.167253,88.3,4.8,118,Jerusalem,Jerusalem,Israel
גבעת זאב,ירושלים,31.861188,35.167253,31.768318,35.213711,15.9,1.5,119,Jerusalem,Jerusalem,Israel
ירושלים,ירושלים,31.768318,35.213711,31.768318,35.213711,178.9,8.1,120,Jerusalem,Jerusalem,Israel
ירושלים,ירושלים,31.768318,35.213711,31.768318,35.213711,17.1,1.0,121,Jerusalem,Jerusalem,Israel
ירושלים,ירושלים,31.768318,35.213711,31.768318,35.213711,3.4,0.1,122,Jerusalem,Jerusalem,Israel
ירושלים,ירושלים,31.768318,35.213711,31.768318,35.213711,67.1,3.5,123,Jerusalem,Jerusalem,Israel
נוף איילון,ירושלים,31.871214,34.991322,31.768318,35.213711,189.7,27.8,124,Central,Jerusalem,Israel
ירושלים,נוף איילון,31.768318,35.213711,31.871214,34.991322,282.3,47.2,125,Jerusalem,Central,Israel
מודיעין-מכבים-רעות,ירושלים,31.890266,35.010398,31.768318,35.213711,752.3,139.9,126,Unknown,Jerusalem,Israel
ירושלים,מודיעין-מכבים-רעות,31.768318,35.213711,31.890266,35.010398,785.2,151.8,127,Jerusalem,Unknown,Israel
תל אביב-יפו,פלמחים,32.066157,34.777821,31.932704,34.706875,64.5,12.9,128,Haifa,Central,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,24784.1,4385.0,129,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,21008.3,3708.8,130,Unknown,Unknown,Israel
מודיעין-מכבים-רעות,ירושלים,31.890266,35.010398,31.768318,35.213711,109.5,21.9,131,Unknown,Jerusalem,Israel
ירושלים,מודיעין-מכבים-רעות,31.768318,35.213711,31.890266,35.010398,51.0,10.2,132,Jerusalem,Unknown,Israel
ירושלים,מעלה אדומים,31.768318,35.213711,31.777368,35.297957,103.5,20.7,133,Jerusalem,Jerusalem,Israel
מעלה אדומים,ירושלים,31.777368,35.297957,31.768318,35.213711,327.8,63.9,134,Jerusalem,Jerusalem,Israel
ירושלים,מעלה אדומים,31.768318,35.213711,31.777368,35.297957,475.0,95.0,135,Jerusalem,Jerusalem,Israel
מעלה אדומים,ירושלים,31.777368,35.297957,31.768318,35.213711,744.2,146.8,136,Jerusalem,Jerusalem,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,21325.6,3811.2,137,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,16711.1,2971.7,138,Unknown,Unknown,Israel
ירושלים,מעלה אדומים,31.768318,35.213711,31.777368,35.297957,859.4,167.1,139,Jerusalem,Jerusalem,Israel
מעלה אדומים,ירושלים,31.777368,35.297957,31.768318,35.213711,1378.4,267.4,140,Jerusalem,Jerusalem,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,320.0,64.0,143,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,7717.3,1393.0,144,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,8244.4,1523.1,145,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,10554.2,1834.1,146,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,11114.5,1916.0,147,Unknown,Unknown,Israel
ירושלים,גבעת זאב,31.768318,35.213711,31.861188,35.167253,6697.7,1177.6,148,Jerusalem,Jerusalem,Israel
גבעת זאב,ירושלים,31.861188,35.167253,31.768318,35.213711,6923.7,1180.6,149,Jerusalem,Jerusalem,Israel
תל אביב-יפו,יהוד,32.066157,34.777821,32.029337,34.879581,1426.6,276.3,150,Haifa,Haifa,Israel
יהוד,תל אביב-יפו,32.029337,34.879581,32.066157,34.777821,1645.9,318.9,151,Haifa,Haifa,Israel
יהוד,ראשון לציון,32.029337,34.879581,31.961544,34.80705,1850.5,346.6,152,Haifa,Central,Israel
ראשון לציון,יהוד,31.961544,34.80705,32.029337,34.879581,1817.0,339.3,153,Central,Haifa,Israel
בני ברק,בת ים,32.084931,34.835228,32.013185,34.748021,4743.0,879.6,154,Haifa,Haifa,Israel
בת ים,בני ברק,32.013185,34.748021,32.084931,34.835228,4659.6,875.2,155,Haifa,Haifa,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,384.5,72.8,156,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,345.8,68.8,157,Unknown,Unknown,Israel
חולון,מודיעין,32.015832,34.787386,31.661039,35.14246,770.0,154.0,158,Haifa,Southern,Israel
מודיעין,חולון,31.661039,35.14246,32.015832,34.787386,118.0,23.6,159,Southern,Haifa,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,2958.4,561.6,160,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,2398.6,460.6,161,Unknown,Unknown,Israel
ירושלים,עמינדב,31.768318,35.213711,31.751703,35.142429,524.3,99.4,162,Jerusalem,Jerusalem,Israel
עמינדב,ירושלים,31.751703,35.142429,31.768318,35.213711,596.3,110.6,163,Jerusalem,Jerusalem,Israel
ירושלים,ירושלים,31.768318,35.213711,31.768318,35.213711,2201.0,381.8,164,Jerusalem,Jerusalem,Israel
ירושלים,ירושלים,31.768318,35.213711,31.768318,35.213711,2036.1,349.3,165,Jerusalem,Jerusalem,Israel
חיפה,טמרה,32.83036,34.974339,32.852246,35.201317,556.9,102.6,166,Unknown,Northern,Israel
טמרה,חיפה,32.852246,35.201317,32.83036,34.974339,575.1,104.4,167,Northern,Unknown,Israel
חיפה,דייר חנא,32.83036,34.974339,32.862315,35.365254,470.3,86.1,168,Unknown,Northern,Israel
דייר חנא,חיפה,32.862315,35.365254,32.83036,34.974339,459.4,84.0,169,Northern,Unknown,Israel
ירושלים,מעלה אדומים,31.768318,35.213711,31.777368,35.297957,1486.0,269.3,170,Jerusalem,Jerusalem,Israel
מעלה אדומים,ירושלים,31.777368,35.297957,31.768318,35.213711,1979.2,353.3,171,Jerusalem,Jerusalem,Israel
ירושלים,מעלה אדומים,31.768318,35.213711,31.777368,35.297957,2338.0,408.7,172,Jerusalem,Jerusalem,Israel
מעלה אדומים,ירושלים,31.777368,35.297957,31.768318,35.213711,3017.1,555.7,173,Jerusalem,Jerusalem,Israel
יבנה,תל אביב-יפו,31.877957,34.73945,32.066157,34.777821,953.0,169.4,174,Central,Haifa,Israel
תל אביב-יפו,יבנה,32.066157,34.777821,31.877957,34.73945,704.6,125.3,175,Haifa,Central,Israel
בית שמש,מטע,31.74704,34.9881,31.71652,35.060573,32.0,4.8,176,Unknown,Unknown,Israel
מטע,בית שמש,31.71652,35.060573,31.74704,34.9881,42.4,7.9,177,Unknown,Unknown,Israel
ירושלים,כסלון,31.768318,35.213711,31.774261,35.048172,937.1,171.3,178,Jerusalem,Unknown,Israel
כסלון,ירושלים,31.774261,35.048172,31.768318,35.213711,1030.8,191.4,179,Unknown,Jerusalem,Israel
ירושלים,הר אדר,31.768318,35.213711,31.8245,35.129662,990.9,186.7,180,Jerusalem,Jerusalem,Israel
הר אדר,ירושלים,31.8245,35.129662,31.768318,35.213711,902.6,168.1,181,Jerusalem,Jerusalem,Israel
תל אביב-יפו,חולון,32.066157,34.777821,32.015832,34.787386,17405.2,3215.2,182,Haifa,Haifa,Israel
חולון,תל אביב-יפו,32.015832,34.787386,32.066157,34.777821,15192.5,2817.7,183,Haifa,Haifa,Israel
יקנעם עילית,חיפה,32.660224,35.104608,32.83036,34.974339,7.3,0.2,184,Northern,Unknown,Israel
חיפה,יקנעם עילית,32.83036,34.974339,32.660224,35.104608,34.7,0.2,185,Unknown,Northern,Israel
נופית,רמת ישי,32.763373,35.148317,32.704028,35.166004,10.2,0.7,186,Northern,Northern,Israel
רמת ישי,נופית,32.704028,35.166004,32.763373,35.148317,33.1,0.3,187,Northern,Northern,Israel
עפולה,חיפה,32.610492,35.287924,32.83036,34.974339,95.6,3.7,188,Northern,Unknown,Israel
חיפה,עפולה,32.83036,34.974339,32.610492,35.287924,72.0,1.6,189,Unknown,Northern,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,991.7,120.2,190,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,585.2,67.0,191,Unknown,Unknown,Israel
תל אביב-יפו,רחובות,32.066157,34.777821,31.892772,34.811274,18679.0,3366.4,192,Haifa,Central,Israel
רחובות,תל אביב-יפו,31.892772,34.811274,32.066157,34.777821,17612.0,3164.6,193,Central,Haifa,Israel
פרדס חנה-כרכור,חיפה,32.476328,34.976069,32.83036,34.974339,2793.4,518.7,194,Haifa,Unknown,Israel
חיפה,פרדס חנה-כרכור,32.83036,34.974339,32.476328,34.976069,2739.4,512.6,195,Unknown,Haifa,Israel
ראשון לציון,רחובות,31.961544,34.80705,31.892772,34.811274,4845.3,913.4,196,Central,Central,Israel
רחובות,ראשון לציון,31.892772,34.811274,31.961544,34.80705,4992.9,939.7,197,Central,Central,Israel
חיפה,טירת כרמל,32.83036,34.974339,32.762126,34.972982,159.4,6.3,198,Unknown,Unknown,Israel
טירת כרמל,חיפה,32.762126,34.972982,32.83036,34.974339,286.9,9.7,199,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,194.4,5.9,200,Unknown,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,165.0,4.8,201,Unknown,Unknown,Israel
קרית ביאליק,קרית אתא,32.832153,35.088408,32.809143,35.119774,518.5,55.4,202,Northern,Northern,Israel
קרית אתא,קרית ביאליק,32.809143,35.119774,32.832153,35.088408,442.0,48.6,203,Northern,Northern,Israel
אשדוד,רחובות,31.80438,34.655316,31.892772,34.811274,4388.6,812.0,204,Unknown,Central,Israel
רחובות,אשדוד,31.892772,34.811274,31.80438,34.655316,4858.6,902.9,205,Central,Unknown,Israel
ירושלים,ירושלים,31.768318,35.213711,31.768318,35.213711,354.4,67.0,206,Jerusalem,Jerusalem,Israel
ירושלים,ירושלים,31.768318,35.213711,31.768318,35.213711,61.9,12.0,207,Jerusalem,Jerusalem,Israel
חיפה,כרמיאל,32.83036,34.974339,32.91467,35.292418,30.0,1.2,208,Unknown,Northern,Israel
כרמיאל,חיפה,32.91467,35.292418,32.83036,34.974339,30.9,1.0,209,Northern,Unknown,Israel
מודיעין עילית,בני ברק,31.932476,35.042266,32.084931,34.835228,23.2,0.0,210,Unknown,Haifa,Israel
בני ברק,מודיעין עילית,32.084931,34.835228,31.932476,35.042266,21.9,0.0,211,Haifa,Unknown,Israel
חיפה,חיפה,32.83036,34.974339,32.83036,34.974339,5578.1,1023.1,212,Unknown,Unknown,Israel
תל אביב-יפו,בית אלעזרי,32.066157,34.777821,31.844716,34.806628,440.5,88.1,213,Haifa,Central,Israel
תל אביב-יפו,בית אלעזרי,32.066157,34.777821,31.844716,34.806628,19.0,3.8,214,Haifa,Central,Israel
אבן יצחק (גלעד),הרצליה,32.558074,35.076561,32.162412,34.844677,18.9,1.8,215,Northern,Haifa,Israel
הרצליה,אבן יצחק (גלעד),32.162412,34.844677,32.558074,35.076561,7.2,0.2,216,Haifa,Northern,Israel
ירושלים,ירושלים,31.768318,35.213711,31.768318,35.213711,8237.4,1357.7,217,Jerusalem,Jerusalem,Israel
ירושלים,ירושלים,31.768318,35.213711,31.768318,35.213711,6549.3,1084.7,218,Jerusalem,Jerusalem,Israel
תל אביב-יפו,אור יהודה,32.066157,34.777821,32.029747,34.856174,3807.5,734.2,219,Haifa,Haifa,Israel
אור יהודה,תל אביב-יפו,32.029747,34.856174,32.066157,34.777821,3979.2,768.0,220,Haifa,Haifa,Israel
בני ברק,חולון,32.084931,34.835228,32.015832,34.787386,13956.4,2556.0,221,Haifa,Haifa,Israel
חולון,בני ברק,32.015832,34.787386,32.084931,34.835228,14398.9,2658.1,222,Haifa,Haifa,Israel
בני ברק,רמלה,32.084931,34.835228,31.931565,34.87294,6026.0,1205.0,223,Haifa,Central,Israel
רמלה,רמת גן,31.931565,34.87294,32.068423,34.824787,5763.0,1152.6,224,Central,Haifa,Israel
חיפה,טירת כרמל,32.83036,34.974339,32.762126,34.972982,399.9,0.7,225,Unknown,Unknown,Israel
טירת כרמל,חיפה,32.762126,34.972982,32.83036,34.974339,707.0,0.8,226,Unknown,Unknown,Israel
פתח תקווה,רחובות,32.08404,34.887764,31.892772,34.811274,14789.9,2751.3,227,Haifa,Central,Israel
רחובות,פתח תקווה,31.892772,34.811274,32.08404,34.887764,14177.1,2626.6,228,Central,Haifa,Israel
חיפה,עכו,32.83036,34.974339,32.933051,35.08268,1792.2,344.8,229,Unknown,Northern,Israel
עכו,חיפה,32.933051,35.08268,32.83036,34.974339,1921.3,371.7,230,Northern,Unknown,Israel
ראש העין,רעננה,32.095837,34.952179,32.18478,34.871328,181.0,36.2,231,Haifa,Haifa,Israel
רעננה,ראש העין,32.18478,34.871328,32.095837,34.952179,111.0,22.2,232,Haifa,Haifa,Israel
ירושלים,ירושלים,31.768318,35.213711,31.768318,35.213711,13220.6,2211.8,234,Jerusalem,Jerusalem,Israel
חיפה,כאבול,32.83036,34.974339,32.867506,35.213356,120.5,23.3,235,Unknown,Northern,Israel
כאבול,חיפה,32.867506,35.213356,32.83036,34.974339,160.7,31.1,236,Northern,Unknown,Israel
ירושלים,ירושלים,31.768318,35.213711,31.768318,35.213711,8345.9,1398.7,237,Jerusalem,Jerusalem,Israel
כפר סבא,תל אביב-יפו,32.178194,34.907612,32.066157,34.777821,1158.0,231.6,238,Haifa,Haifa,Israel
תל אביב-יפו,כפר סבא,32.066157,34.777821,32.178194,34.907612,993.5,198.7,239,Haifa,Haifa,Israel
כרמיאל,חיפה,32.91467,35.292418,32.83036,34.974339,59.9,11.4,240,Northern,Unknown,Israel
חיפה,כרמיאל,32.83036,34.974339,32.91467,35.292418,95.9,0.1,241,Unknown,Northern,Israel
כרמיאל,חיפה,32.91467,35.292418,32.83036,34.974339,128.7,0.5,242,Northern,Unknown,Israel
חיפה,כרמיאל,32.83036,34.974339,32.91467,35.292418,2314.8,424.3,243,Unknown,Northern,Israel
כרמיאל,חיפה,32.91467,35.292418,32.83036,34.974339,3112.1,573.6,244,Northern,Unknown,Israel
עכו,כרמיאל,32.933051,35.08268,32.91467,35.292418,2469.1,463.0,245,Northern,Northern,Israel
כרמיאל,עכו,32.91467,35.292418,32.933051,35.08268,2962.4,553.1,246,Northern,Northern,Israel
